4854,29/10/15 21:33:06,30/10/15 08:25:40,382063,277019
4854,29/10/15 21:32:46,29/10/15 21:33:06,382081,276933
4854,29/10/15 21:28:38,29/10/15 21:32:46,382081,276933
4854,29/10/15 21:28:03,29/10/15 21:28:38,382397,277022
4854,29/10/15 21:27:48,29/10/15 21:28:03,382506,276845
4854,29/10/15 21:27:35,29/10/15 21:27:48,382611,276672
4854,29/10/15 21:26:31,29/10/15 21:27:35,382979,276815
4854,29/10/15 21:26:10,29/10/15 21:26:31,383200,277015
4854,29/10/15 21:25:43,29/10/15 21:26:10,383381,276925
4854,29/10/15 21:25:23,29/10/15 21:25:43,383455,276728
4854,29/10/15 21:24:09,29/10/15 21:25:23,383931,276325
4854,29/10/15 21:22:37,29/10/15 21:24:09,384051,276161
4854,29/10/15 21:22:04,29/10/15 21:22:37,384242,276244
4854,29/10/15 21:21:48,29/10/15 21:22:04,384425,276144
4854,29/10/15 21:21:32,29/10/15 21:21:48,384524,275966
4854,29/10/15 21:21:19,29/10/15 21:21:32,384593,275768
4854,29/10/15 21:21:02,29/10/15 21:21:19,384639,275567
4854,29/10/15 21:20:45,29/10/15 21:21:02,384770,275409
4854,29/10/15 21:20:30,29/10/15 21:20:45,384943,275289
4854,29/10/15 21:20:19,29/10/15 21:20:30,385136,275197
4854,29/10/15 21:20:06,29/10/15 21:20:19,385348,275174
4854,29/10/15 21:19:55,29/10/15 21:20:06,385548,275205
4854,29/10/15 21:19:44,29/10/15 21:19:55,385757,275244
4854,29/10/15 21:19:33,29/10/15 21:19:44,385926,275122
4854,29/10/15 21:19:21,29/10/15 21:19:33,386078,274975
4854,29/10/15 21:19:09,29/10/15 21:19:21,386230,274833
4854,29/10/15 21:18:58,29/10/15 21:19:09,386395,274697
4854,29/10/15 21:18:46,29/10/15 21:18:58,386563,274561
4854,29/10/15 21:18:08,29/10/15 21:18:46,386914,274185
4854,29/10/15 21:17:47,29/10/15 21:18:08,387045,274027
4854,29/10/15 21:17:32,29/10/15 21:17:47,387247,273964
4854,29/10/15 21:17:19,29/10/15 21:17:32,387447,274010
4854,29/10/15 21:17:05,29/10/15 21:17:19,387651,273968
4854,29/10/15 21:16:54,29/10/15 21:17:05,387857,273918
4854,29/10/15 21:16:43,29/10/15 21:16:54,388066,273877
4854,29/10/15 21:16:31,29/10/15 21:16:43,388263,273799
4854,29/10/15 21:16:00,29/10/15 21:16:31,388615,273629
4854,29/10/15 21:15:36,29/10/15 21:16:00,388628,273426
4854,29/10/15 21:15:17,29/10/15 21:15:36,388513,273251
4854,29/10/15 21:14:59,29/10/15 21:15:17,388470,273052
4854,29/10/15 21:14:43,29/10/15 21:14:59,388467,272848
4854,29/10/15 21:14:23,29/10/15 21:14:43,388500,272649
4854,29/10/15 21:14:04,29/10/15 21:14:23,388346,272522
4854,29/10/15 21:13:47,29/10/15 21:14:04,388168,272418
4854,29/10/15 21:13:31,29/10/15 21:13:47,387968,272377
4854,29/10/15 21:13:09,29/10/15 21:13:31,387831,272231
4854,29/10/15 21:12:45,29/10/15 21:13:09,387758,272008
4854,29/10/15 21:12:28,29/10/15 21:12:45,387944,271917
4854,29/10/15 21:12:07,29/10/15 21:12:28,388213,271833
4854,29/10/15 21:11:44,29/10/15 21:12:07,388251,271630
4854,29/10/15 21:11:24,29/10/15 21:11:44,388199,271428
4854,29/10/15 21:11:03,29/10/15 21:11:24,388175,271224
4854,29/10/15 21:10:46,29/10/15 21:11:03,388143,271017
4854,29/10/15 21:10:16,29/10/15 21:10:46,388159,270737
4854,29/10/15 21:09:55,29/10/15 21:10:16,388362,270728
4854,29/10/15 21:09:30,29/10/15 21:09:55,388572,270615
4854,29/10/15 21:09:09,29/10/15 21:09:30,388772,270554
4854,29/10/15 21:08:44,29/10/15 21:09:09,388826,270355
4854,29/10/15 21:08:19,29/10/15 21:08:44,389002,270250
4854,29/10/15 21:08:03,29/10/15 21:08:19,389116,270424
4854,29/10/15 21:07:48,29/10/15 21:08:03,389214,270611
4854,29/10/15 21:07:32,29/10/15 21:07:48,389311,270795
4854,29/10/15 21:07:17,29/10/15 21:07:32,389403,270977
4854,29/10/15 21:07:02,29/10/15 21:07:17,389475,271165
4854,29/10/15 21:06:47,29/10/15 21:07:02,389524,271369
4854,29/10/15 21:06:32,29/10/15 21:06:47,389556,271574
4854,29/10/15 21:06:14,29/10/15 21:06:32,389606,271776
4854,29/10/15 21:05:58,29/10/15 21:06:14,389678,271965
4854,29/10/15 21:05:43,29/10/15 21:05:58,389758,272160
4854,29/10/15 21:05:31,29/10/15 21:05:43,389829,272351
4854,29/10/15 21:05:07,29/10/15 21:05:31,389931,272731
4854,29/10/15 21:04:48,29/10/15 21:05:07,390131,272755
4854,29/10/15 21:04:35,29/10/15 21:04:48,390297,272631
4854,29/10/15 21:04:22,29/10/15 21:04:35,390501,272569
4854,29/10/15 21:04:10,29/10/15 21:04:22,390708,272509
4854,29/10/15 21:03:57,29/10/15 21:04:10,390884,272382
4854,29/10/15 21:03:45,29/10/15 21:03:57,391030,272246
4854,29/10/15 21:03:42,29/10/15 21:03:45,391179,272106
4854,29/10/15 21:03:21,29/10/15 21:03:42,391305,271941
4854,29/10/15 21:03:08,29/10/15 21:03:21,391518,271938
4854,29/10/15 21:02:39,29/10/15 21:03:08,391641,272099
4854,29/10/15 21:02:23,29/10/15 21:02:39,391627,272305
4854,29/10/15 21:02:13,29/10/15 21:02:23,391627,272508
4854,29/10/15 21:01:53,29/10/15 21:02:13,391576,272817
4854,29/10/15 21:01:33,29/10/15 21:01:53,391550,273023
4854,29/10/15 21:01:22,29/10/15 21:01:33,391571,273229
4854,29/10/15 21:01:01,29/10/15 21:01:22,391550,273433
4854,29/10/15 20:58:10,29/10/15 21:01:01,391442,273680
4854,29/10/15 20:57:57,29/10/15 20:58:10,391431,273882
4854,29/10/15 20:57:41,29/10/15 20:57:57,391341,274071
4854,29/10/15 20:57:18,29/10/15 20:57:41,391268,274258
4854,29/10/15 20:57:03,29/10/15 20:57:18,391075,274312
4854,29/10/15 20:56:48,29/10/15 20:57:03,390888,274408
4854,29/10/15 20:56:35,29/10/15 20:56:48,390745,274552
4854,29/10/15 20:56:11,29/10/15 20:56:35,390561,274654
4854,29/10/15 20:55:57,29/10/15 20:56:11,390368,274578
4854,29/10/15 20:55:44,29/10/15 20:55:57,390175,274485
4854,29/10/15 20:55:30,29/10/15 20:55:44,389980,274418
4854,29/10/15 20:55:15,29/10/15 20:55:30,389779,274409
4854,29/10/15 20:52:11,29/10/15 20:55:15,389121,273498
4854,29/10/15 20:51:51,29/10/15 20:52:11,388922,273573
4854,29/10/15 20:51:38,29/10/15 20:51:51,388722,273629
4854,29/10/15 20:45:58,29/10/15 20:51:38,388157,273876
4854,29/10/15 20:45:02,29/10/15 20:45:58,388282,273720
4854,29/10/15 20:44:46,29/10/15 20:45:02,388472,273636
4854,29/10/15 20:44:33,29/10/15 20:44:46,388681,273650
4854,29/10/15 20:44:26,29/10/15 20:44:33,388883,273585
4854,29/10/15 20:43:39,29/10/15 20:44:26,389209,273617
4854,29/10/15 20:42:45,29/10/15 20:43:39,389253,273815
4854,29/10/15 20:42:29,29/10/15 20:42:45,389285,274018
4854,29/10/15 20:42:11,29/10/15 20:42:29,389384,274208
4854,29/10/15 20:41:54,29/10/15 20:42:11,389532,274353
4854,29/10/15 20:41:19,29/10/15 20:41:54,389588,274549
4854,29/10/15 20:41:02,29/10/15 20:41:19,389501,274739
4854,29/10/15 20:40:51,29/10/15 20:41:02,389411,274918
4854,29/10/15 20:40:36,29/10/15 20:40:51,389253,275050
4854,29/10/15 20:40:23,29/10/15 20:40:36,389091,275187
4854,29/10/15 20:38:29,29/10/15 20:40:23,388297,276031
4854,29/10/15 20:38:11,29/10/15 20:38:29,388125,276138
4854,29/10/15 20:37:47,29/10/15 20:38:11,387936,276334
4854,29/10/15 20:37:24,29/10/15 20:37:47,387884,276537
4854,29/10/15 20:37:07,29/10/15 20:37:24,387711,276653
4854,29/10/15 20:36:51,29/10/15 20:37:07,387604,276827
4854,29/10/15 20:36:24,29/10/15 20:36:51,387400,276995
4854,29/10/15 20:36:02,29/10/15 20:36:24,387288,277164
4854,29/10/15 20:35:32,29/10/15 20:36:02,387038,277328
4854,29/10/15 20:35:08,29/10/15 20:35:32,386876,277442
4854,29/10/15 20:34:26,29/10/15 20:35:08,386699,277691
4854,29/10/15 20:34:14,29/10/15 20:34:26,386910,277720
4854,29/10/15 20:34:03,29/10/15 20:34:14,387112,277750
4854,29/10/15 20:33:53,29/10/15 20:34:03,387283,277872
4854,29/10/15 20:33:42,29/10/15 20:33:53,387438,278015
4854,29/10/15 20:33:31,29/10/15 20:33:42,387575,278169
4854,29/10/15 20:32:52,29/10/15 20:33:31,387547,278377
4854,29/10/15 20:32:35,29/10/15 20:32:52,387568,278577
4854,29/10/15 20:32:16,29/10/15 20:32:35,387652,278758
4854,29/10/15 20:32:02,29/10/15 20:32:16,387751,278935
4854,29/10/15 20:31:48,29/10/15 20:32:02,387771,279145
4854,29/10/15 20:31:26,29/10/15 20:31:48,387856,279327
4854,29/10/15 20:31:07,29/10/15 20:31:26,388033,279433
4854,29/10/15 20:30:43,29/10/15 20:31:07,388289,279671
4854,29/10/15 20:30:17,29/10/15 20:30:43,388331,279876
4854,29/10/15 20:30:04,29/10/15 20:30:17,388335,280086
4854,29/10/15 20:29:53,29/10/15 20:30:04,388364,280284
4854,29/10/15 20:29:42,29/10/15 20:29:53,388378,280493
4854,29/10/15 20:29:30,29/10/15 20:29:42,388383,280703
4854,29/10/15 20:29:15,29/10/15 20:29:30,388374,280909
4854,29/10/15 20:29:00,29/10/15 20:29:15,388323,281118
4854,29/10/15 20:28:42,29/10/15 20:29:00,388332,281327
4854,29/10/15 20:28:24,29/10/15 20:28:42,388422,281512
4854,29/10/15 20:28:13,29/10/15 20:28:24,388533,281697
4854,29/10/15 20:27:17,29/10/15 20:28:13,388632,281881
4854,29/10/15 20:27:08,29/10/15 20:27:17,388535,281698
4854,29/10/15 20:26:56,29/10/15 20:27:08,388427,281527
4854,29/10/15 20:26:38,29/10/15 20:26:56,388154,281215
4854,29/10/15 20:26:28,29/10/15 20:26:38,388031,281053
4854,29/10/15 20:26:16,29/10/15 20:26:28,387895,280894
4854,29/10/15 20:26:06,29/10/15 20:26:16,387734,280768
4854,29/10/15 20:26:03,29/10/15 20:26:06,387563,280661
4854,29/10/15 20:25:46,29/10/15 20:26:03,387385,280557
4854,29/10/15 20:25:35,29/10/15 20:25:46,387193,280464
4854,29/10/15 20:25:26,29/10/15 20:25:35,387035,280339
4854,29/10/15 20:25:16,29/10/15 20:25:26,386964,280148
4854,29/10/15 20:25:04,29/10/15 20:25:16,386898,279955
4854,29/10/15 20:24:45,29/10/15 20:25:04,386653,279615
4854,29/10/15 20:24:27,29/10/15 20:24:45,386338,279338
4854,29/10/15 20:23:58,29/10/15 20:24:27,386258,279136
4854,29/10/15 20:23:44,29/10/15 20:23:58,386268,278933
4854,29/10/15 20:23:27,29/10/15 20:23:44,386289,278721
4854,29/10/15 20:23:14,29/10/15 20:23:27,386306,278509
4854,29/10/15 20:23:01,29/10/15 20:23:14,386367,278312
4854,29/10/15 20:22:03,29/10/15 20:23:01,386665,277681
4854,29/10/15 20:21:49,29/10/15 20:22:03,386868,277752
4854,29/10/15 20:21:38,29/10/15 20:21:49,387068,277784
4854,29/10/15 20:21:26,29/10/15 20:21:38,387241,277918
4854,29/10/15 20:21:11,29/10/15 20:21:26,387417,278038
4854,29/10/15 20:20:56,29/10/15 20:21:11,387577,278174
4854,29/10/15 20:20:38,29/10/15 20:20:56,387736,278312
4854,29/10/15 20:20:24,29/10/15 20:20:38,387927,278400
4854,29/10/15 20:20:11,29/10/15 20:20:24,388093,278522
4854,29/10/15 20:15:55,29/10/15 20:20:11,387982,278694
4854,29/10/15 20:15:19,29/10/15 20:15:55,387974,278896
4854,29/10/15 20:14:32,29/10/15 20:15:19,387862,278727
4854,29/10/15 20:13:32,29/10/15 20:14:32,388061,278689
4854,29/10/15 20:12:44,29/10/15 20:13:32,388230,278795
4854,29/10/15 20:12:31,29/10/15 20:12:44,388417,278903
4854,29/10/15 20:12:20,29/10/15 20:12:31,388634,278916
4854,29/10/15 20:12:09,29/10/15 20:12:20,388850,278922
4854,29/10/15 20:11:57,29/10/15 20:12:09,389034,279007
4854,29/10/15 20:11:46,29/10/15 20:11:57,389208,279136
4854,29/10/15 20:10:17,29/10/15 20:11:46,389420,279106
4854,29/10/15 20:10:00,29/10/15 20:10:17,389515,278921
4854,29/10/15 20:09:25,29/10/15 20:10:00,389703,278573
4854,29/10/15 20:09:10,29/10/15 20:09:25,389575,278404
4854,29/10/15 20:08:56,29/10/15 20:09:10,389450,278244
4854,29/10/15 20:08:27,29/10/15 20:08:56,389355,277909
4854,29/10/15 20:08:09,29/10/15 20:08:27,389170,277996
4854,29/10/15 20:07:53,29/10/15 20:08:09,388989,278111
4854,29/10/15 20:07:40,29/10/15 20:07:53,388794,278166
4854,29/10/15 20:07:26,29/10/15 20:07:40,388590,278222
4854,29/10/15 20:07:11,29/10/15 20:07:26,388386,278280
4854,29/10/15 20:06:57,29/10/15 20:07:11,388193,278351
4854,29/10/15 20:06:41,29/10/15 20:06:57,388000,278424
4854,29/10/15 20:04:25,29/10/15 20:06:41,387550,278591
4854,29/10/15 20:02:49,29/10/15 20:04:25,387651,278418
4854,29/10/15 20:01:54,29/10/15 20:02:49,387798,278555
4854,29/10/15 20:01:03,29/10/15 20:01:54,387593,278571
4854,29/10/15 20:00:42,29/10/15 20:01:03,387667,278765
4854,29/10/15 20:00:27,29/10/15 20:00:42,387737,278961
4854,29/10/15 20:00:10,29/10/15 20:00:27,387758,279169
4854,29/10/15 19:59:47,29/10/15 20:00:10,387846,279352
4854,29/10/15 19:59:26,29/10/15 19:59:47,388033,279433
4854,29/10/15 19:58:10,29/10/15 19:59:26,388171,279583
4854,29/10/15 19:57:48,29/10/15 19:58:10,387987,279494
4854,29/10/15 19:57:32,29/10/15 19:57:48,387830,279353
